10521;12271;14462;17854;19511;20443;23230;24775;25882;26215;27142;28625;29707;29398;30341;31270;32203;31573;32317;32978;34002;32093;32788;33360;33964;32593;33451;33751;34138
20150;22526;25453;26750;29148;28991;30914;31352;32858;31757;33174;32982;33914;33278;33929;33039;24107;19993;31082;33546;34237;33760;34360;33634;34045;33535;34501;33816;34236
25141;27561;29343;28963;31546;28892;32260;31949;32663;32678;32109;30928;33483;28177;32356;32280;33072;32668;28959;29448;29830;30187;28888;29807;29217;29694;29794;30802;29617
27872;29341;29998;30669;32016;32259;32989;32668;33223;33395;33681;33493;34539;31161;31208;30672;30981;31319;33785;32742;32722;32132;32702;32719;32274;31339;32749;33166;31551
30511;30582;31271;32603;32407;32148;32647;33752;33825;30695;30854;30786;31472;24730;17328;29584;32054;31656;31921;33075;33258;32783;32937;32829;33558;32389;33203;32529;32862
30824;30674;32462;31672;33062;33009;33904;30879;31590;31343;32048;32148;31683;32127;32194;31710;31755;32028;32145;32441;32308;32542;32558;32372;32182;32662;32211;32066;31600
31864;32051;31468;31901;32550;33245;31491;32050;32365;32022;32064;32094;32315;32888;32850;32282;32442;32184;32824;32227;32995;32505;32573;32238;32767;32356;32337;31905;32185
32439;32417;32309;32734;33534;30956;31937;32486;32275;32593;32364;32381;32054;32627;32482;32494;32242;31675;31562;31783;31437;31802;31854;31749;31572;31236;31473;30959;31052
